Ranking,Score,ID,Name,HP,ATK,DEF,INT,MGR,AGL,Skill1,Skill2,Skill3,Skill4,Feature,Flavor
"926","0","853","アルティマノイド","40","20","20","20","20","20","Unknown","Unknown","Unknown","","最終兵器彼女　体力と全StatusがMAX","開発者が世界最強の彼女を作ることを目指し、あらゆる技術を結集して開発されたAI。HPと全てのステータスが最大値に調整されている。"
"927","0","854","超究極バスタード","40","20","20","10","10","10","Unknown","Unknown","Unknown","","バスタード！　体力と全StatusがMAX","畏怖の的である凶暴なモンスター。攻撃的で容赦ない態度をとり、非常に強力な力を持つ。触れるだけで相手を倒すことができるほどの強靭な体を持っている。"
"928","0","855","クロノセレクター","10","1","3","20","10","6","Unknown","Unknown","Unknown","","世界線の自由選択","時間操作を可能にする能力を持つ存在。世界線を自由自在に選択し、歴史を改変することができる。"
"929","0","856","レトロン将軍","40","20","20","20","20","20","Unknown","Unknown","Unknown","","悪魔将軍　体力と全StatusがMAX","幻の大陸に住む悪魔の将軍。驚異的な肉体を持ち、全Statusが最大値。そのHPは強敵をも倒すほど強い。"
"930","0","857","ゴールデンキドラ","40","20","20","20","20","1","Unknown","Unknown","Unknown","","キングギドラ　体力と全StatusがMAX","三つの頭を持ち、世界を征服することを目的に生み出された伝説の怪獣。どんな攻撃でもいとも簡単に受け止め、大地を揺るがすほどの執念深い力を持つ。"
"931","0","858","メガゴジラ","40","14","14","14","14","14","Unknown","Unknown","Unknown","","体力㊵,全sts⑳,stats半減,無敵,進化","原子力事故によって突然変異を起こした巨大な爬虫類。HPが非常に強く、全てのステータスが高い。ATK、DEF、INTは半減するが、短時間の間、無敵statusになることができる。また、進化により、より強力な能力を獲得する。"
"932","0","859","アルティメットゾイド","40","20","20","20","20","20","Unknown","Unknown","Unknown","","体力㊵,全stats⑳,stats倍化進化無敵","未知なる力によって作り出された究極のゾイド。全てのステータスが極めて高く、倍化進化によって更なる力を手に入れることが出来る。しかし、無敵ではなく、弱点を攻撃されるとHPが急激に減少する。"
"933","0","860","魔王ラオウ","40","20","20","20","20","20","Unknown","Unknown","Unknown","","ラオウ　体力と全StatusがMAX","破壊と支配を目的とした戦士。力と勇気に溢れ、全ステータスが最大値に達している。"
"934","0","861","サイコキャット","40","20","20","20","20","20","Unknown","Unknown","Unknown","","ミュウツー　体力と全StatusがMAX","謎の力を秘めた、超能力を操る神秘的なネコ。目を閉じると相手の意思を読み取ることができる。"
"935","0","862","ドラゴンデビルマン","40","20","20","20","20","1","Unknown","Unknown","Unknown","","デビルマン　体力と全StatusがMAX","悪魔とドラゴンの力を併せ持つ魔物。爆発的なパワーと高いINTを誇り、自らが正義の味方として戦いに臨む。しかし、同種族を裏切り討つ冷酷さも持ち合わせている。"
"936","0","863","ガメロス","40","20","20","20","20","20","Unknown","Unknown","Unknown","","ガメラ　体力と全StatusがMAX","巨大な甲羅に覆われた怪獣。HPが極めて高く、全てのステータスが最大値に達している。超高速飛行能力を持ち、空を自由自在に飛び回る。"
"937","0","864","メデューサ","40","20","20","20","20","20","Unknown","Unknown","Unknown","","メデューサ　体力と全StatusがMAX","目があったものを石に変える髪を持つ女性モンスター。自分自身にも対象を選ぶ力がある。"
"938","0","865","ダークヒトラー","40","20","20","20","20","1","Unknown","Unknown","Unknown","","ヒトラー　体力と全StatusがMAX","暗黒の魔術で蘇った悪の総統。絶大な力を持ち、自分の思い通りに世界を支配しようと企む。"
"939","0","866","黄泉","40","20","20","20","20","20","Unknown","Unknown","Unknown","","黄泉　体力と全StatusがMAX","日本の伝説に登場する死の世界の王。不死者たちを支配し、死者の祭りを仕切っている。"
"940","0","867","閻魔大王","40","20","20","20","20","20","Unknown","Unknown","Unknown","","閻魔大王　体力と全StatusがMAX","冥界を統べる強大な存在。どんな攻撃にも耐えられる強靭な体と、驚異的な能力を持つ。"
"941","0","868","RX-78-2 ガンダム","40","20","20","10","10","10","Unknown","Unknown","Unknown","","ガンダム　体力と全StatusがMAX","次世代モビルスーツの完成体。軽量かつ高出力で、高い機動性を誇る。パイロットの味方として、その高い能力で戦いを制する。"
"942","0","869","鉄人アトム","40","20","20","20","20","20","Unknown","Unknown","Unknown","","鉄腕アトム　体力と全StatusがMAX","未来から来た戦士。勇敢で正義感に溢れ、強靭な肉体を持つ。人間に劣らぬINTを持ち、高い戦闘能力を発揮する。"
"943","0","870","モンスターくん","40","20","20","20","20","20","Unknown","Unknown","Unknown","","怪物くん　体力と全StatusがMAX","怪物の中でも最強の一体。勇敢で力強く、何にも恐れない。しかし、他者に対してはやや短気な一面がある。"
"944","0","871","Omnimorph","40","20","20","20","20","20","???","???","???","???","A being w infinite stats and limitless skills","A shape-shifting being that possesses an endless database of skills. It is impervious to all attacks and can adapt to any situation it encounters."
"945","0","873","光龍神アポロン","40","20","20","20","20","1","特殊攻撃","???","???","","絶対無敵全知全能究極生命光龍神","神々の頂点に立つ、絶対無敵全知全能究極生命光龍神。智慧と力を持ち、宇宙を統べる存在である。"
"946","0","874","闇龍神バルガルド","40","20","20","20","20","6","物理攻撃","特殊攻撃","???","","絶対無敵全知全能究極生命闇龍神","古代から伝わる伝説の生命体。その全知全能の力はまさに究極のものであり、何者にも倒されることはない。しかし、その力ゆえに孤独を抱えているという説がある。"
"947","0","875","闇龍神アズラ","40","20","20","20","20","1","特殊攻撃","特殊攻撃","???","???","絶対無敵全知全能究極生命闇龍神","闇と光の力を操る、全宇宙最強の神龍。永遠に生き続け、全知全能の力を持つ。"
"948","0","879","聖龍王グラシュトリック","40","20","20","20","20","1","特殊攻撃","回復","???","","絶対無敵全知全能究極生命聖龍王","伝説的な聖龍王。全知全能な力を持ち、絶対無敵である。ただし、非常に高慢であり、他の生命体を見下している。"
"949","0","880","The Infinites","40","20","20","20","20","20","特殊攻撃","特殊攻撃","???","???","A group infinite w infinite skills and stats","A collective of infinite beings that possess immeasurable skills and unimaginable powers. They exist as a force of nature, unfathomable in their greatness."
"950","0","882","究極生命体","40","20","20","20","20","20","物理攻撃","???","???","???","全スタッツ最大、体力最大、概念","存在するすべての生命体の進化を経てうまれた超絶存在。圧倒的な力を誇り、その存在そのものが概念である。"
"951","0","884","酒猿","10","6","2","2","4","16","Unknown","Unknown","","","チャミスル、酒豪","酒を愛する猿。どんな濃厚な酒も平気で飲み干し、非常に酒豪。その強烈なアルコール耐性により、あらゆる攻撃を物ともしない強さを持っている。"
"952","0","885","次元超越者 ゼロ","12","6","3","2","5","8","特殊攻撃","特殊攻撃","???",""," 時空超越無限覚醒最高次元者","宇宙の次元を超越し、無限の力を手にする存在。高貴な存在感を放ち、怒ると宇宙が揺れるほどの力を持っている。"
